bearingA_x,bearingA_y,bearingB_x,bearingB_y
-0.022946414,0.000896671,0.016038974,3.63E-05
-0.006505941,0.00943246,-0.013093247,0.006418016
0.000294451,-0.001990075,-0.035216528,0.036504406
0.003579895,-0.017661146,-0.047024397,-0.003472465
-0.000724794,0.001770259,-0.009039891,-0.024271276
-0.050249783,0.001250646,0.016490211,-0.015855752
-0.066008772,-0.016445597,-0.007005235,-0.018183884
-0.045212559,-0.002588625,-0.021825425,0.013456517
-0.007328838,-0.001278488,0.018404079,0.0401115
0.029305579,-0.010755825,0.027437828,0.031000274
0.040607568,-0.005896388,0.027649985,0.041301445
0.02132037,0.002329913,0.026902792,0.013372101
0.033350235,0.009743662,0.022010467,-0.014964153
0.051260386,0.011414438,0.05343719,-0.016484604
0.016713651,0.005648129,0.055840601,-0.029756921
-0.007453338,0.006809162,0.003682245,0.000612193
-0.055248361,0.013664885,-0.001015635,0.042425941
-0.12296095,0.015515686,0.019655049,0.014474194
-0.143480457,-1.46E-05,-0.023289664,0.007181599
-0.117077175,-0.024346602,-0.058664725,0.037353687
-0.06716217,-0.038177461,-0.068962404,0.014133411
0.023357893,-0.028261145,-0.033674503,0.007451903
0.063272572,-0.0193557,0.005234108,0.013379609
0.061580151,-0.004340297,0.00221548,-0.016574665
0.075236174,0.003784857,0.011712524,-0.021883714
0.065828581,-0.006619437,0.047270275,-0.011013725
0.041676885,-0.019365647,0.04626487,-0.030021784
0.032035103,-0.032251497,0.018697665,-0.013918259
0.020200981,-0.020600469,0.006198445,-0.008827426
0.026962721,0.0251358,-0.006317574,-0.017843299
0.038067195,0.058656866,0.006436778,0.000786208
0.008866567,0.046999104,-0.000369785,-0.00868314
-0.004867206,0.032867569,-0.02051701,-0.026619845
-0.010269711,-0.014990133,-0.021810077,-0.003784085
-0.009614892,-0.068402208,-0.012946697,0.004300306
0.012060109,-0.093511536,-0.037986837,0.00228303
0.031645563,-0.092474697,-0.048445166,0.022812542
0.029979589,-0.070171299,-0.046029476,0.007380924
0.028692245,0.001462728,-0.023695309,0.002737726
0.01334547,0.046405221,0.028636205,-0.008773594
-0.009177804,0.069649303,0.021957766,-0.032550852
-0.013226782,0.087877867,0.011115152,-0.021027271
-0.010466392,0.064134474,0.023428627,0.008702563
0.018569786,0.006733794,0.031863642,-0.000358353
0.029779871,-0.021558663,-0.009204863,0.012491711
0.034795285,-0.04057913,-0.017952587,3.84E-06
0.046132802,-0.055197813,-0.028903962,-0.028186426
0.023526055,-0.02728672,0.001060168,-0.024346891
-0.028420941,4.10E-05,-0.001026657,-0.021858357
-0.048024685,0.017502391,-0.030285851,-0.003172422
-0.033489944,0.027755573,-0.018144661,0.037797632
-0.028480295,0.043064142,0.015145839,0.057501408
-0.016825862,0.023859916,0.016544047,0.059325119
-0.006195557,-0.002673503,0.009889327,0.063846943
-0.013665603,-0.005547493,0.025106957,0.017929575
0.013596149,-0.013579147,0.012478595,0.001256835
0.033992614,-0.035860841,0.0446443,-0.002106118
0.021333455,-0.022749144,0.039216578,-0.042086185
0.008015366,-0.009893061,0.025558467,-0.04745738
-0.02405667,-0.010128386,0.014122192,-0.016577907
-0.076238828,0.003491767,0.015324909,-0.019046792
-0.107612376,0.013089285,-0.017620918,0.008088836
-0.08581101,-3.89E-05,-0.032365649,0.025807156
-0.042372734,0.010972571,-0.027257593,0.023464244
-0.010376351,0.030246428,-0.003669866,0.054412819
-0.003899761,0.018828664,0.026290782,0.034585888
0.00136043,0.015010533,0.012991645,-0.019002702
0.01726613,0.003808566,0.005045874,-0.014911884
0.017162661,-0.029239984,0.006551478,0.004333307
0.015502867,-0.06100364,0.012611482,-0.021271686
0.009167519,-0.05804444,-0.007542216,-0.018275923
0.022879299,-0.03863551,-0.010416071,-0.018726668
0.050705656,0.002880161,-0.013758755,-0.025705597
0.029963879,0.044561935,0.02336827,-0.013516419
0.026846072,0.046799944,0.019098437,-0.016155059
0.026397203,0.018919737,0.005171742,-0.033335862
-3.47E-05,-0.005677459,0.004608327,-0.011090552
-0.00629016,-0.043266019,-0.015336645,0.017410964
0.002137601,-0.056673773,-0.033917103,0.031028958
0.01057346,-0.039116007,-0.056896828,0.035724345
0.034826075,-0.00828159,-0.063607483,0.02315523
0.049949735,-0.001571937,-0.051550677,0.003227314
0.046969258,-0.013774227,0.001688894,-0.041531143
0.03522627,-0.02319921,0.009769598,-0.064604479
0.014681792,-0.02135802,0.004832072,-0.04006004
-0.005139986,-0.026317171,0.012641127,0.00890288
-0.014725438,-0.027538015,0.018513397,0.01523361
-0.023374764,-0.007186378,0.006971981,0.015326735
-0.009062026,0.008177937,-0.019162222,0.011300011
0.015641692,0.035818935,-0.029483759,-0.001087903
-0.001202589,0.059392603,-0.005410756,-0.014081562
-0.020910547,0.068030342,0.013337254,-0.016991093
-0.035027642,0.041480153,-0.013500276,-0.014645711
-0.020162352,0.010837171,0.004323925,0.013568108
-0.016118091,-0.032772718,0.023791581,0.04754752
-0.021484143,-0.057635078,0.049076242,0.042027761
-0.010573719,-0.066903594,0.039501494,0.03475775
0.00770846,-0.041628737,0.015830588,0.030914213
0.010754691,-0.025398391,0.017546385,0.002691632
0.00710677,-0.019028474,0.020635675,-0.020936394
-0.010301986,-0.015795353,-0.008210321,-0.026483896
-0.03967349,0.011781742,-0.028414299,-0.021932003
-0.051304381,0.02888632,-0.019695652,0.018873835
-0.065919402,0.016980413,-0.031417912,0.040381772
-0.074466746,0.016460543,-0.01003435,0.017401361
-0.051499009,0.009917254,-0.013098148,0.013680736
0.013298667,0.01182333,0.019495256,0.027713531
0.033113538,0.032485761,0.055825418,0.006499858
0.042010296,0.034800635,0.072759041,-0.011505193
0.036593713,0.00196167,0.038114086,-0.019537067
0.022571631,-0.001481427,0.022043172,-0.015944817
0.005163839,-0.041001471,-0.010467457,-0.00122034
-0.003995786,-0.092845251,-0.046522115,0.004900205
-0.015648238,-0.080999233,-0.078720596,-0.004131452
-0.000666652,-0.023362557,-0.089116991,-0.000516637
0.032424905,0.010346597,-0.058520493,0.007890617
0.036719957,0.046643618,-0.02785923,-0.004648354
0.027341067,0.061276843,0.015568703,-0.020666242
-0.002775907,0.039623103,0.020047227,-0.013252696
0.013181089,0.007054568,0.051722774,-0.000348899
0.028326299,-0.025034523,0.035829411,-0.01172556
0.047345786,-0.053934387,0.023321501,-0.032837284
0.078960572,-0.063155554,-0.01923545,-0.023067543
0.119692481,-0.028406226,-0.01202768,-0.009471089
0.113291836,0.00514811,0.003553961,-0.017447352
0.106541501,0.004928099,0.012953124,-0.006239316
0.071552309,0.011720514,0.006608288,-0.010425861
0.00500623,0.045909894,0.01947791,-0.011246045
-0.005186713,0.031935157,0.022451149,0.02605547
-0.028589992,0.003832098,-0.007237534,0.048862575
-0.053223738,0.01102385,0.002421451,0.014302454
-0.036101782,0.001148092,-0.022112136,0.013016656
-0.030506978,-0.01531542,-0.012369184,0.01771584
-0.065530477,-0.004407911,0.001498535,-0.025115783
-0.070436716,-0.01085151,0.013407401,-0.048056438
-0.071066035,-0.016372707,-0.004579487,-0.027209693
-0.038933865,0.011104432,0.029293651,0.010269831
-0.036326215,0.016310644,0.03437924,0.043070103
-0.065063661,-2.93E-05,0.03191514,0.05109051
-0.098714742,0.027963654,0.021312883,0.040093268
-0.101602862,0.04100235,0.009515838,0.033027405
-0.072482653,0.013669627,0.00947254,0.018683893
-0.049548607,-0.006183146,-0.00771046,0.010627132
-0.034237105,-0.027139876,-0.015578226,-0.017264089
-0.017551789,-0.056142612,-0.021889341,-0.00605904
0.014622627,-0.04687186,-0.016670868,0.03170074
0.012992557,-0.037488213,-0.03437766,0.013544645
0.049032022,-0.037093643,-0.019776509,-0.019297585
0.102347025,-0.014961761,-0.010651964,-0.003964372
0.12711222,0.029785363,0.037403435,-0.001391091
0.110924199,0.051618527,0.058172752,0.00093265
0.071870283,0.052503606,0.051626319,0.012678402
0.025049451,0.059944796,0.06404875,-0.019038373
0.005903427,0.040912775,0.05382064,-0.007016924
-0.013131832,-0.026692121,0.00764673,0.014613304
-0.062145498,-0.06787613,-0.025729414,-0.020825639
-0.077417825,-0.07017514,-0.021622539,-0.051162864
-0.045103964,-0.066650693,-0.050783266,-0.023861939
-0.019143099,-0.019031572,-0.0502612,-0.002924418
0.002766146,0.021260264,-0.045245555,0.001519879
0.019348704,0.015414885,-0.022869245,-0.029017767
-0.009675961,0.001114067,-0.027267577,-0.028292262
-0.01956453,-0.000910606,-0.0418567,0.014955391
-0.015736077,-0.032403865,-0.060316767,-0.000684058
-0.002854201,-0.030274326,-0.059365668,-0.019746311
0.042690022,0.003285203,-0.05083775,-0.002271766
0.080305346,0.028168968,-0.02932626,7.08E-05
0.099845287,0.037927401,0.01927258,-0.006387772
0.086222523,0.050298311,0.037262919,-0.004563108
0.054782344,0.033357166,0.074683745,-0.042506475
0.049592341,0.016980324,0.055818131,-0.004048417
0.05762733,-0.008901092,0.036795921,0.044220833
0.055539276,-0.036228531,0.01453477,0.019607608
0.059864666,-0.049247838,0.009865414,0.004556673
0.040197076,-0.045880909,-0.036415047,0.026916512
-0.001227638,-0.028417538,-0.033296529,0.024656929
-0.033703991,-0.009476533,-0.010708809,0.016868237
-0.070856737,0.005623449,0.000658644,-0.013629
-0.066814115,0.020189019,0.017818501,-0.028442213
-0.034695803,0.027816339,0.018123337,0.039488535
-0.051373159,0.009747233,0.042022452,0.049291074
-0.085104566,0.000548367,0.040191933,0.02807815
-0.096866297,-0.011290667,0.026567434,0.033395864
-0.094154357,-0.011214146,-0.001087497,0.010869678
-0.073963194,0.001078024,0.006012118,-0.020378052
-0.065919946,0.006780532,-0.017518491,-0.022521042
-0.07487438,0.004642891,0.001458645,-0.067454266
-0.07653757,0.024131501,-0.014549998,-0.023018121
-0.082146907,0.001683285,-0.025947811,0.054966234
-0.09281193,-0.01781526,-0.015084302,0.033121631
-0.05686105,-0.005271965,-0.005218536,0.034175538
0.027097096,-0.002280349,0.003713693,0.049713817
0.072916853,0.003900484,0.014088719,0.016277488
0.090163675,0.020156191,0.019698733,0.009928467
0.100456395,0.005232347,0.022771531,-0.023186804
0.097907822,-0.001438977,0.039118538,-0.078130665
0.085221271,0.001605719,-0.009889368,-0.004901012
0.05102004,-0.033500495,-0.015251485,0.019174572
0.042868572,-0.046751373,0.003009873,-0.037647043
0.043918917,-0.021451423,0.007858591,-0.029326007
0.025580269,0.000813604,-0.022491829,-0.001578098
0.009984446,0.022908528,-0.021711592,-0.011483027
-0.003235889,0.040078394,0.008128705,-0.011885635
-0.037984328,0.015222577,0.006596466,-0.024574733
-0.045883862,-0.01594391,-0.045502241,0.012529741
-0.044006241,-0.057611508,-0.082953715,0.065886891
-0.020645494,-0.085941978,-0.063987352,0.006665139
0.030151156,-0.070965655,-0.077253445,-0.025593983
0.076194614,-0.015359185,-0.073130985,-0.010049836
0.094942551,0.026742762,-0.027972868,-0.043479796
0.109048438,0.043717279,0.035577968,-0.039355279
0.075364039,0.035173484,0.064287829,-0.006479054
0.020747488,0.014815726,0.0805046,-0.01832448
0.019853113,-0.009473111,0.066743272,0.020412187
-0.005681338,-0.034818902,0.04520637,0.051291213
-0.030319112,-0.032454989,0.027239454,-0.003001832
-0.023764621,-0.016567096,-0.010654508,-0.01893581
-0.03896749,0.009483527,-0.030624562,-0.00062762
-0.062992041,0.038048655,-0.036543022,0.000168268
-0.049412348,0.037881968,-0.008246091,0.03100357
-0.052479622,-0.004688242,0.016706094,0.031726229
-0.037914965,-0.024316661,0.04790794,0.022536328
-0.04315142,-0.053118005,0.047896967,0.068934911
-0.079414867,-0.076606982,0.068869632,0.050377386
-0.088929694,-0.041587838,0.056056469,-0.007301922
-0.066141924,0.026004482,0.013923768,0.009010372
-0.023657499,0.059937521,-0.021395886,0.012794685
0.03064655,0.079511862,-0.038741762,-0.00872183
0.042379526,0.071425303,-0.029138123,-0.032331966
0.007191092,0.046618409,-0.03820965,-0.059080908
-0.004968126,0.020606341,-0.044238855,-0.017497401
-0.033764598,-0.033405001,-0.036100785,0.039827932
-0.023553151,-0.071862805,0.004417565,0.025044026
0.036314831,-0.067455471,0.008665654,0.037738107
0.07367096,-0.029054774,0.033964492,0.05157661
0.074231734,0.020519952,0.033185232,0.009898912
0.0684714,0.053204988,0.046198499,-0.01463653
0.025124456,0.056393911,0.036321213,-0.035768713
0.008316539,0.045136991,0.003029369,-0.040699583
0.019449678,-0.017845214,-0.045837504,0.006858597
-0.000977895,-0.07583198,-0.06139761,0.005316205
-0.005719945,-0.08521769,-0.050649161,-0.045214993
0.008006021,-0.059550678,-0.042029475,-0.035012901
0.00285976,-0.009298566,-0.02139567,-0.028317561
-0.001191129,0.041599646,-0.000206187,-0.027236376
-0.000281928,0.055681867,0.044644094,-0.009573921
-0.041987875,0.057844202,0.041563365,-0.011886044
-0.025469577,0.047100334,0.026489092,0.011218906
0.00865951,-0.001651793,-0.030357226,0.05164856
0.02015002,-0.045441845,-0.043806572,0.005920401
0.048665332,-0.041787495,-0.053824936,-0.03074827
0.068014313,-0.025401917,-0.048926444,-0.01404453
0.075259989,-0.02142961,-0.041116666,-0.014180612
0.083050179,-0.006278421,0.009513003,-0.008516544
0.051343422,0.010598619,0.050441032,-0.000918644
0.03681124,0.008795135,0.06532049,0.017002533
0.041762519,0.007451572,0.067433708,0.050766267
0.008922743,0.009074691,0.047039999,0.028004778
-0.001145749,0.008992854,0.043266993,-0.024974657
-0.014930959,0.016848265,0.001425187,-0.008698716
-0.061878413,0.02216754,-0.007838542,-0.007318537
-0.089610076,0.010795758,-0.015563406,0.001081597
-0.097545955,-0.009710604,-0.005182397,0.017841187
-0.113356017,-0.015869685,0.00403995,-0.002292838
-0.076415877,-0.022682099,0.009925051,0.025840736
-0.062765704,-0.032532921,-0.016164554,0.07140027
-0.081572467,-0.024522689,-0.004194637,0.025086381
-0.06813997,-0.001035916,0.004761549,-0.006127546
-0.053706028,0.015007078,-0.025948667,0.014965472
-0.022933503,0.035209857,-0.032280588,-0.009998692
0.014200645,0.041811922,-0.020852752,-0.022647504
0.004054543,0.020595586,0.007186376,-0.035836404
-0.023932871,-0.010366149,0.012907348,-0.041854844
-0.030552811,-0.031659252,0.010945202,-0.001436736
-0.03707544,-0.047208936,0.006718241,0.015109251
-0.000277042,-0.026311998,0.030976274,0.006525422
0.051942157,0.013362619,0.03915962,0.029278877
0.082248337,0.056275728,0.04540752,0.027314681
0.094502441,0.081493748,0.03386183,0.017512318
0.075201532,0.07011725,0.037686095,-0.001236386
0.034355757,0.023308858,0.043029823,-0.055644094
0.018876498,-0.038064046,-0.004705452,-0.029172941
-0.003063116,-0.104694794,-0.043882112,0.017826695
-0.031854305,-0.137107066,-0.060653687,-0.009212088
-0.028534768,-0.111414237,-0.075074513,-0.015330332
-0.021703165,-0.049118924,-0.103793279,-0.00139621
-0.00640612,0.038864188,-0.10168132,-0.026558639
0.019032642,0.103411211,-0.084135596,-0.019501001
0.028332413,0.118449826,-0.031298546,-0.022101606
0.035801884,0.088218061,-0.020823187,-0.032763329
0.059934386,0.029092234,-0.025316862,0.015375489
0.060017239,-0.062877646,-0.020873822,0.027811022
0.054485512,-0.119110999,0.016374,-0.021218361
0.065200375,-0.108831108,0.030345146,-0.020627128
0.065707823,-0.05971631,0.007394651,0.007517215
0.072685137,-0.005539673,0.021634419,0.010308091
0.060534489,0.048370892,0.043308356,0.016762558
0.023317109,0.054548059,0.054593855,-0.005504296
0.003060656,0.03441029,0.015289224,0.014720941
-0.025131582,0.005110467,0.004740626,0.041737573
-0.049779435,-0.029586226,0.005736313,0.007011351
-0.032345373,-0.044047363,0.034236036,-0.014167065
-0.042117481,-0.026332066,0.021541837,0.011451037
-0.073690293,-0.009279883,0.017040192,0.015076228
-0.085199147,0.008995312,0.035759075,0.014262806
-0.108498577,0.026888555,0.054330531,0.003032036
-0.077664251,0.030765721,0.040544716,-0.020482425
-0.03856293,0.022772851,-0.007879177,0.020047013
-0.054668436,0.00875904,-0.018366054,0.034687572
-0.066750932,0.008283065,-0.002018468,0.008135669
-0.064552812,0.012055537,-0.004297991,0.020950808
-0.076461734,0.0188248,-0.044532872,0.0228123
-0.042775109,0.02574353,-0.031272517,-0.006025658
-0.016614681,0.025611534,0.004550909,-0.012458653
-0.013704036,-0.00197532,0.0413022,-0.03503378
0.000421102,-0.018454977,-0.000640974,-0.011924293
-0.006601379,-0.039388503,-0.030530715,0.038778735
0.008036312,-0.052221254,-0.01849084,0.013917677
0.051158649,-0.030556945,-0.00398793,0.004565956
0.085134484,0.020984719,-0.009352351,0.023239055
0.098965838,0.057324731,-0.021052457,0.011904888
0.111505982,0.067590231,0.006634081,0.00458646
0.080998361,0.035774136,0.043181768,-0.016188912
0.030463348,-0.008016279,0.048598394,-0.049291695
-0.013331046,-0.060239251,-0.003388114,-0.012452525
-0.046792273,-0.097811014,-0.015548845,0.00971215
-0.052307572,-0.102582005,-0.021909123,-0.020022936
-0.016900108,-0.063471157,-0.046624053,-0.005262394
0.008774156,0.00173775,-0.089035446,0.003035762
0.022691262,0.050967534,-0.086184232,-0.013419094
0.033256808,0.061547463,-0.043732516,-0.014086885
0.001095437,0.041754497,-0.009814605,-0.026520562
0.003404055,0.004195768,-0.007950925,-0.027279599
0.023635967,-0.034843513,-0.02706713,0.034399386
0.037239892,-0.0556977,0.007641168,0.023109116
0.053532646,-0.043723077,0.032203679,-0.016594783
0.053587185,-0.002268865,0.029731805,-0.006743547
0.046744844,0.030924976,0.008820334,-0.001722189
0.06134276,0.045394765,0.047267851,-0.012683909
0.03998984,0.041715977,0.068669389,-0.009618955
0.007819539,0.031178111,0.056747104,-0.003432211
0.009148946,0.002082394,0.016723808,0.012055336
-0.006761739,-0.032653044,-0.005693697,0.026040351
-0.017932738,-0.064507075,-0.006102957,0.006850822
-0.031828582,-0.064028399,-0.017216892,0.011938543
-0.068782072,-0.041931662,-0.023995514,0.00278076
-0.087353642,-0.001445232,-0.04156456,0.011466079
-0.092416631,0.041837841,-0.006537547,0.014556196
-0.11224895,0.080759363,0.025124348,-0.007147276
-0.095417516,0.084256444,0.028043992,0.009823003
-0.069753976,0.058618573,-0.002799729,0.064733316
-0.060509682,0.002173863,0.026684371,0.027190766
-0.044298056,-0.033760116,0.033370953,-0.015114938
-0.026432637,-0.035547929,0.008848318,-0.005597762
0.008873042,-0.014672173,-0.011471924,-0.015916015
0.056121854,0.006809623,0.001821452,-0.014706189
0.062562649,0.022169137,0.014904313,-0.003833139
0.040474445,0.018809698,0.014257738,-0.015897811
0.013560069,-0.002556283,-0.001990006,-0.005435405
-0.008337692,-0.022181115,-0.020570751,0.02845087
-0.012471845,-0.029995338,-0.007706133,0.020672873
0.005106022,-0.014637492,-0.006306932,0.029681806
0.029844933,0.010166698,-0.003816971,0.030896984
0.069967758,0.042421685,-0.020956067,0.024824342
0.078801891,0.035517896,-0.000975562,-0.002509565
0.062007599,0.014874071,0.021116735,-0.051539704
0.029832006,-0.011414169,0.014916064,-0.064296496
0.019848427,-0.053927514,-0.009378797,-0.034614475
0.006689529,-0.08515895,-0.012913304,-0.028942517
-0.003084808,-0.054524605,-0.00753554,-0.020670629
-0.01004987,-0.027568301,-0.009531551,-0.00798818
-0.02501306,0.013355781,-0.027346954,-0.003777077
-0.038362744,0.074496571,-0.039564891,0.015615406
-0.050305436,0.091381331,-0.023600628,0.007729341
-0.051583401,0.049297206,-0.0248083,-0.019254993
-0.041546965,0.004561079,-0.04188943,0.000185764
0.010261165,-0.049295692,-0.058724066,0.023928704
0.058208908,-0.108893389,-0.037411611,-0.000998528
0.089782787,-0.078236671,-0.009741407,-0.0053781
0.078148162,-0.018605935,0.000404082,-0.008032248
0.090970242,0.021305131,0.021885824,-0.016977303
0.062766954,0.058814307,0.05384205,-0.008344276
0.01413755,0.088539715,0.065078641,0.005107542
-0.004367812,0.05129403,0.056797306,0.006344601
-0.015269571,0.022094773,0.037958202,0.020332549
-0.029956656,-0.005287101,-0.005146797,0.026483316
-0.03006793,-0.047936437,-0.006683029,0.00139634
-0.049300653,-0.068897745,-0.007747653,-0.01364121
-0.065824529,-0.049121334,-0.018036341,-0.000331235
-0.045431284,-0.0190037,-0.021631739,0.026078192
-0.04167001,0.019844539,0.010049669,0.02978961
-0.024824329,0.04191793,0.044412196,0.01023449
-0.029438889,0.023916268,0.041500272,0.010479744
-0.050774331,0.002705555,0.024263878,0.02803921
-0.090326373,-0.016570017,0.023220292,0.019797783
-0.083252548,-0.014916474,0.043076416,-0.014753606
-0.062437167,0.001643221,0.0108401,-0.015798414
-0.014209952,0.036957038,-0.011628741,0.001558427
0.016278765,0.053320396,-0.010637149,6.50E-05
0.009344741,0.048724545,0.019154166,-0.019303036
-0.028747071,0.011627377,0.009813972,-0.030312325
-0.061025372,-0.012806641,-0.01308433,-0.016257357
-0.040960469,-0.043666728,-0.032469485,0.012716227
-0.022319147,-0.055353549,-0.008084052,0.018867821
-0.003136156,-0.050245128,-0.003535153,0.020306671
0.011396686,-0.045025157,-0.035508168,0.03988409
0.013653018,-0.030671233,-0.038629935,0.019594034
-0.005495806,0.004079163,-0.033617941,-0.009793963
0.003677971,0.015433498,-0.032928898,-0.017091098
0.00016499,0.009709901,-0.055021362,-0.015250755
0.0200237,0.010863967,-0.06243085,-0.002795285
0.056446223,-0.002036902,-0.057746361,0.012653345
0.099604354,-0.012612015,-0.005420848,-0.029532841
0.121760916,0.004546436,-0.009859665,-0.057169164
0.126294087,0.026165424,-0.017364209,-0.033463028
0.099721572,0.022993664,0.004140137,-0.022017614
0.049903117,0.016807265,0.035134578,-0.015538286
0.015369752,-0.015180274,0.018380225,0.008582846
0.02430324,-0.048025331,-0.0235476,0.022538175
0.06016004,-0.057385667,-0.048807922,0.021772383
0.070486721,-0.041654541,-0.019962986,0.007277307
0.067705273,-0.018989722,0.005608369,-0.021907182
0.043115622,0.018678532,-0.014729854,0.001104966
0.021994073,0.034305782,0.009824994,0.027058226
-0.007594988,0.035597825,0.054797887,0.020616657
-0.036004662,0.021011357,0.087025913,0.015854197
-0.062832188,-0.008440069,0.070584045,0.002336516
-0.066084055,-0.035970755,0.037715202,-0.014886898
-0.067630936,-0.053129771,0.019328958,-0.015169816
-0.090071912,-0.063710374,0.033934547,-0.038647699
-0.101651855,-0.042359578,-0.00448906,-0.032951801
-0.096817687,0.006341978,-0.027892209,0.020730827
-0.090757231,0.057954164,-0.011371367,0.035189822
-0.059970231,0.089552453,0.009956413,0.036857976
-0.030162797,0.074709001,0.022508483,0.053221767
-0.045521239,0.041864832,0.017584854,0.041518471
-0.041975752,-0.001751828,0.01736359,0.036873633
-0.047280333,-0.04706805,0.032723482,0.035224463
-0.040117154,-0.046669725,0.040356527,-0.003968683
-0.007352806,-0.008016931,-0.009999603,0.002836498
0.045604034,0.015627894,-0.023709861,0.018234032
0.062880701,0.045995258,-0.007391644,-0.02987358
0.052152093,0.070931543,0.008672943,-0.047902803
0.027959275,0.038062441,-0.011660923,-0.031970098
0.004335382,-0.002877304,-0.033890778,-0.00803861
-0.00065074,-0.020977626,-0.019384457,0.039410819
0.003701717,-0.049065671,0.02023864,0.045749237
0.016152723,-0.050706844,0.004410428,0.01869829
0.005363732,-0.010097507,-0.035340236,0.023969003
-0.014132827,0.013491604,-0.021436608,-0.000316917
-0.032535596,0.010121126,-0.019358758,-0.028731945
-0.058063375,0.004675512,-0.018588559,-0.026026827
-0.086132398,-0.019920185,-0.055918322,-0.027751985
-0.045179216,-0.052321665,-0.06729767,-0.018618185
0.003461868,-0.08461621,-0.037973035,-0.02067456
0.038746132,-0.069300948,-0.002037655,-0.051917897
0.06856254,-0.029420422,-0.023694379,-0.03821417
0.086010771,0.012402899,-0.000112452,0.002358425
0.061782648,0.053960884,0.03813807,-0.007456608
0.037328417,0.074550326,0.034975869,0.011468737
0.012814015,0.044035624,0.021134599,0.019874241
0.023276705,0.025532146,-0.018462592,0.008326039
0.071356218,-0.009158252,-0.020879971,0.01030324
0.084776248,-0.041754024,-0.006521074,-0.015497293
0.061301659,-0.031736098,-0.006241216,-0.057598388
0.05127186,-0.016434876,-0.011425111,-0.021449319
0.038381343,-0.017896592,0.03814596,0.00670472
-0.002505251,0.012894111,0.051212799,0.012902006
-0.012969562,0.030730432,0.05998107,0.037075287
-0.020379379,0.008808802,0.034227063,0.025163564
-0.022836307,0.010833631,0.004727311,0.011612453
-0.045368207,-0.003652565,-0.007962841,-0.001043033
-0.07672702,-0.021246609,-0.018168185,-0.0212774
-0.087122614,-0.009785422,-0.039669693,-0.01368914
-0.064282341,0.037180602,-0.041612152,0.024944269
-0.043640398,0.044307356,-0.020014576,0.019360351
-0.003632222,0.050182708,0.001665359,0.01730298
-0.015145102,0.039482705,0.048325912,-0.005217834
-0.028824762,0.015194453,0.029573443,0.000819212
-0.02226512,-0.030762486,0.020636687,0.043182641
-0.030984515,-0.03233936,0.040275891,0.021332421
-0.020585038,-0.026791771,0.036635223,-0.020740597
0.020540808,-0.024884206,-0.015712363,0.020144896
0.026254185,-0.005658669,-0.014296735,0.009891193
0.001887744,0.030012007,-0.004030252,-0.024075478
-0.017104977,0.011660355,0.008180414,-0.001572421
-0.060273883,-0.017763097,0.001373772,0.004394422
-0.053839053,-0.015223471,-0.013270854,0.025435936
-0.018794945,-0.044141629,0.012613421,0.043024465
0.014632583,-0.050850958,0.032043053,0.007052525
0.021230377,-0.014210913,0.008705208,-0.014610739
0.056230722,0.002509245,-0.008541247,-0.013592441
0.046583541,-0.000684058,-0.007000901,-0.048195587
0.015395738,0.040300798,-0.019497821,-0.029467878
-0.042344209,0.027934957,-0.024566949,-0.017159668
-0.055573397,0.00202567,-0.048513789,-0.016351405
-0.03433218,0.003125185,-0.051127202,0.00496659
-0.011417096,0.008642685,-0.025034101,-0.016086646
0.01372015,-0.010185575,-0.028098909,-0.046349268
0.041958353,0.008934364,-0.029853455,-0.015174476
0.040711813,0.013212211,-0.004788729,-0.018580003
0.030361141,0.003782595,-0.005906138,-0.012296137
0.036294847,-0.016834291,-0.003246717,0.022645696
0.030480984,-0.038355323,-0.007923772,-0.0009262
0.076977246,-0.049177305,-0.036023293,-0.011444967
0.082205049,-0.038040451,-0.037673082,0.010371138
0.061153419,-0.010891632,-0.001887334,-0.03579186
0.040322676,0.009665082,0.005780665,-0.040553954
0.035855902,0.02946535,0.029374163,0.001770818
-0.020585937,0.049553028,0.044608834,-0.000449644
-0.027339953,0.062628966,0.065388873,0.022089225
-0.045094362,0.031146042,0.064380652,0.031443439
-0.055961311,0.016409714,0.034012694,0.008680112
-0.046117741,-0.019282606,-0.012654642,0.016763537
-0.047835217,-0.072804405,-0.007330729,0.009348498
-0.062595541,-0.09612211,-0.012743109,-0.021132759
-0.061345918,-0.069159226,-0.027028834,0.017525172
-0.042958811,-0.039702509,-0.012447801,0.022161777
-0.026468285,0.01998414,0.017114201,0.013330049
0.006743882,0.062224747,0.054310743,0.037909228
-0.016704215,0.055695055,0.061119843,0.02883642
-0.017525283,0.027806584,0.052252828,0.016412451
-0.041489977,0.010489498,0.046782666,0.036394116
-0.03692272,-0.004556455,0.06034113,0.005072113
-0.014691763,-0.010726849,0.00543912,0.005209195
0.032622325,0.004259584,-0.005802469,0.014898046
0.020599982,0.020585232,-0.018246605,-0.029031723
0.00662307,0.013108387,-0.022277958,-0.023368656
-0.039251301,-0.02878264,-0.033286613,-0.006328499
-0.078326283,-0.043450292,-0.035135031,-0.02036517
-0.056713855,-0.040129139,-0.058328504,0.0309714
-0.030265497,-0.046179086,-0.036075607,0.066984941
-0.005768672,-0.030611271,-0.02626724,0.026926012
0.011937,0.010850822,-0.045039664,0.028045147
0.033190638,0.015927928,-0.032555231,-0.003230459
0.037237421,0.02484892,-0.030793346,-0.038122878
